Nome,"Wagnild e Young Quando eu faço planos, eu levo eles até o fim",Wagnild e Young Eu costumo lidar com os problemas de uma forma ou de outra,Wagnild e Young Eu sou capaz de depender de mim mais do que qualquer outra pessoa,Wagnild e Young Manter interesse nas coisas é importante para mim,Wagnild e Young Eu posso estar por minha conta se eu precisar,Wagnild e Young Eu sinto orgulho de ter realizado coisas em minha vida,Wagnild e Young Eu costumo aceitar as coisas sem muita preocupação,Wagnild e Young Eu sou amigo de mim mesmo,Wagnild e Young Eu sinto que posso lidar com várias coisas ao mesmo tempo,Wagnild e Young Eu sou determinado,Wagnild e Young Eu raramente penso sobre o objetivo das coisas,Wagnild e Young Eu faço as coisas um dia de cada vez,Wagnild e Young Eu posso enfrentar tempos difíceis porque já experimentei dificuldades antes,Wagnild e Young Eu sou disciplinado,Wagnild e Young Eu mantenho interesse nas coisas,Wagnild e Young Eu normalmente posso achar motivo para rir,Wagnild e Young Minha crença em mim mesmo me leva a atravessar tempos difíceis,"Wagnild e Young Em uma emergência, eu sou uma pessoa em quem as pessoas podem contar",Wagnild e Young Eu posso geralmente olhar uma situação em diversas maneiras,Wagnild e Young Às vezes eu me obrigo a fazer coisas querendo ou não,Wagnild e Young Minha vida tem sentido,Wagnild e Young Eu não insisto em coisas as quais eu não posso fazer nada sobre elas,"Wagnild e Young Quando eu estou numa situação difícil, eu normalmente acho uma saída",Wagnild e Young Eu tenho energia suficiente para fazer o que eu tenho que fazer,Wagnild e Young Tudo bem se há pessoas que não gostam de mim,Wagnild e Young Total,Wagnild e Young Resultado
9162efb1df,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,123.0,Média
6c4568896d,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,2. Muito pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,2. Muito pouco característico,6.Muito característico,142.0,Alta
ac733089b0,2. Muito pouco característico,3. Pouco característico,1. Nada característico,3. Pouco característico,6.Muito característico,7. Totalmente característico,1. Nada característico,5. Característico,1. Nada característico,2. Muito pouco característico,3. Pouco característico,1. Nada característico,2. Muito pouco característico,1. Nada característico,2. Muito pouco característico,1. Nada característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,87.0,Média
332d70677e,5. Característico,1. Nada característico,5. Característico,5. Característico,5. Característico,5. Característico,1. Nada característico,5. Característico,2. Muito pouco característico,5. Característico,1. Nada característico,5. Característico,5. Característico,5. Característico,5. Característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,1. Nada característico,7. Totalmente característico,6.Muito característico,5. Característico,5. Característico,5. Característico,114.0,Média
a1869921b5,1. Nada característico,4. Indiferente,1. Nada característico,6.Muito característico,1. Nada característico,6.Muito característico,1. Nada característico,4. Indiferente,1. Nada característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,5. Característico,6.Muito característico,117.0,Média
96233e8542,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,5. Característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,2. Muito pouco característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,139.0,Alta
3f328251ba,2. Muito pouco característico,5. Característico,5. Característico,7. Totalmente característico,3. Pouco característico,7. Totalmente característico,3. Pouco característico,7. Totalmente característico,6.Muito característico,2. Muito pouco característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,6.Muito característico,4. Indiferente,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,5. Característico,5. Característico,5. Característico,7. Totalmente característico,135.0,Alta
f845cd060f,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,50.0,Baixa
991e546bf5,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,131.0,Alta
f05f94be6f,5. Característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,4. Indiferente,5. Característico,1. Nada característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,7. Totalmente característico,1. Nada característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,132.0,Alta
b34a3f5677,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,3. Pouco característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,162.0,Alta
14d9c3b560,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,165.0,Alta
